grid,layout,rows,cols,n_states,seed,training_episodes,training_time_seconds,episodes_per_second,success_rate,ghost_rate,timeout_rate,mean_return,return_std,mean_steps,mean_optimal_steps,mean_efficiency_ratio,optimal_path_rate
10x10,6,10,10,100,3,3000,0.7241178000112996,4142.972317422919,1.0,0.0,0.0,4.525,3.302934301496171,6.475,6.475,1.0,1.0
10x10,6,10,10,100,4,3000,0.6914711999706924,4338.575489661975,1.0,0.0,0.0,4.66,3.216271132849344,6.34,6.34,1.0,1.0
10x10,7,10,10,100,0,3000,0.8484577999915928,3535.8270028629904,1.0,0.0,0.0,3.135,3.2843226090017406,7.865,7.865,1.0,1.0
10x10,7,10,10,100,1,3000,0.875825299997814,3425.34064728147,1.0,0.0,0.0,3.35,3.567562192870644,7.65,7.65,1.0,1.0
10x10,7,10,10,100,2,3000,0.8405492999590933,3569.0946386440387,1.0,0.0,0.0,3.29,3.4038066925135455,7.71,7.71,1.0,1.0
10x10,7,10,10,100,3,3000,0.8202282000565901,3657.5187244147673,1.0,0.0,0.0,3.39,3.3597470142854506,7.61,7.61,1.0,1.0
10x10,7,10,10,100,4,3000,0.8456725999712944,3547.472154237742,1.0,0.0,0.0,3.36,3.48,7.64,7.64,1.0,1.0
10x10,8,10,10,100,0,3000,0.9017332999501377,3326.926043616098,1.0,0.0,0.0,3.16,3.910805543618859,7.84,7.84,1.0,1.0
10x10,8,10,10,100,1,3000,0.8626495000207797,3477.6580754150273,1.0,0.0,0.0,3.11,3.6589479362242914,7.89,7.89,1.0,1.0
10x10,8,10,10,100,2,3000,0.833190199919045,3600.6184425734823,1.0,0.0,0.0,3.46,3.781322519965733,7.54,7.54,1.0,1.0
10x10,8,10,10,100,3,3000,0.8502931999973953,3528.194745070512,1.0,0.0,0.0,3.195,3.9669856314335195,7.805,7.805,1.0,1.0
10x10,8,10,10,100,4,3000,0.8732226999709383,3435.549717271256,1.0,0.0,0.0,2.995,3.851619789127686,8.005,8.005,1.0,1.0
10x10,9,10,10,100,0,3000,0.7059633999597281,4249.512085429834,1.0,0.0,0.0,4.11,3.26004601194523,6.89,6.89,1.0,1.0
10x10,9,10,10,100,1,3000,0.7050489999819547,4255.023409829364,1.0,0.0,0.0,4.065,3.307684235231652,6.935,6.935,1.0,1.0
10x10,9,10,10,100,2,3000,0.7162653000559658,4188.3922057449845,1.0,0.0,0.0,4.105,3.033805366202651,6.895,6.895,1.0,1.0
10x10,9,10,10,100,3,3000,0.6826212999876589,4394.823308405755,1.0,0.0,0.0,3.955,3.142129055274465,7.045,7.045,1.0,1.0
10x10,9,10,10,100,4,3000,0.7167163999984041,4185.75603963671,1.0,0.0,0.0,4.035,3.0354200697761753,6.965,6.965,1.0,1.0
10x10,10,10,10,100,0,3000,0.7165599000873044,4186.670227617377,1.0,0.0,0.0,4.34,3.188165616777146,6.66,6.66,1.0,1.0
10x10,10,10,10,100,1,3000,0.710473999963142,4222.533125991428,1.0,0.0,0.0,4.12,3.164743275528048,6.88,6.88,1.0,1.0
10x10,10,10,10,100,2,3000,0.6922832001000643,4333.486641834401,1.0,0.0,0.0,4.73,3.065468969015997,6.27,6.27,1.0,1.0
10x10,10,10,10,100,3,3000,0.7198055000044405,4167.792549489401,1.0,0.0,0.0,4.745,3.056137267859544,6.255,6.255,1.0,1.0
10x10,10,10,10,100,4,3000,0.7264186000684276,4129.850198931311,1.0,0.0,0.0,4.46,3.2647205087112745,6.54,6.54,1.0,1.0
